,created_at,author_id,text,lang,entities,username,public_metrics,verified,url,followers_count,following_count,tweet_count
22,2022-11-02 03:04:44+00:00,1587641833751949312,RT @tandinganE: $TTC has all the reasons to be the top project in #BSC. It will be all over the crypto world!! Do not miss to jump onboard…,en,"{'mentions': [{'start': 3, 'end': 14, 'username': 'tandinganE', 'id': '1442287619304407043'}]}",MorganLucius4,"{'followers_count': 0, 'following_count': 32, 'tweet_count': 436, 'listed_count': 0}",False,https://twitter.com/MorganLucius4/status/1587641833751949312,0,32,436
23,2022-11-02 03:04:44+00:00,1587641832129056768,"RT @CryptoInsightsX: 📢JUST IN: @bit5_win is NOW available on @PancakeSwap with $100K liquidity from start🚀🚀

#BIT5 is a decentralized #Cryp…",en,"{'mentions': [{'start': 3, 'end': 19, 'username': 'CryptoInsightsX', 'id': '1463919070735003648'}, {'start': 31, 'end': 40, 'username': 'bit5_win', 'id': '1553459826835030019'}, {'start': 61, 'end': 73, 'username': 'PancakeSwap', 'id': '1305349277422477313'}]}",sagorkh04849279,"{'followers_count': 5, 'following_count': 14, 'tweet_count': 625, 'listed_count': 0}",False,https://twitter.com/sagorkh04849279/status/1587641832129056768,5,14,625
24,2022-11-02 03:04:43+00:00,1587641828987506688,sage_roux https://t.co/SExp3NJva1 18+ #BitcoinAcceptedHere #crypto #Cams,fr,,ukadultwebcams,"{'followers_count': 3004, 'following_count': 171, 'tweet_count': 428185, 'listed_count': 45}",False,https://twitter.com/ukadultwebcams/status/1587641828987506688,3004,171,428185
25,2022-11-02 03:04:43+00:00,1587641828605849601,RT @Nordic_Whales: 💎Listenfy $AUDIO is considered as the most potential project currently. They are doing a great ecosystem that allows peo…,en,"{'mentions': [{'start': 3, 'end': 17, 'username': 'Nordic_Whales', 'id': '1459314298371649540'}]}",Oxmauluck,"{'followers_count': 43, 'following_count': 2014, 'tweet_count': 4527, 'listed_count': 0}",False,https://twitter.com/Oxmauluck/status/1587641828605849601,43,2014,4527
26,2022-11-02 03:04:43+00:00,1587641828060585985,"@GiveawaysRaw ETH GIVEAWAY 💚🫶

✅
✅@zachrashafira

#ETH #Crypto #Giveaways https://t.co/Zw9SFHhdMu",en,"{'mentions': [{'start': 0, 'end': 13, 'username': 'GiveawaysRaw', 'id': '1573390548207108099'}, {'start': 34, 'end': 48, 'username': 'zachrashafira', 'id': '455532497'}]}",E17Rudhi,"{'followers_count': 266, 'following_count': 5001, 'tweet_count': 32802, 'listed_count': 4}",False,https://twitter.com/E17Rudhi/status/1587641828060585985,266,5001,32802
27,2022-11-02 03:04:43+00:00,1587641828039614465,"RT @ScottLEOWarrior: @elonmusk Legend! 

Can we pay in crypto? 👀",en,"{'mentions': [{'start': 3, 'end': 19, 'username': 'ScottLEOWarrior', 'id': '2228960582'}, {'start': 21, 'end': 30, 'username': 'elonmusk', 'id': '44196397'}]}",RahmiBigwin7,"{'followers_count': 18, 'following_count': 151, 'tweet_count': 146, 'listed_count': 0}",False,https://twitter.com/RahmiBigwin7/status/1587641828039614465,18,151,146
28,2022-11-02 03:04:43+00:00,1587641827611770882,"RT @Route2FI: If I were 20 yrs old again, I'd probably find a remote crypto/web3 job with an above-average salary. Then, move to a low-cost…",en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'Route2FI', 'id': '1084397942319054850'}]}",walking_melon,"{'followers_count': 5, 'following_count': 179, 'tweet_count': 10, 'listed_count': 10}",False,https://twitter.com/walking_melon/status/1587641827611770882,5,179,10
29,2022-11-02 03:04:43+00:00,1587641827531710464,@Crypto_Hawkk @Jack_Atomy https://t.co/ZQP2lybVoi,qme,"{'mentions': [{'start': 0, 'end': 13, 'username': 'Crypto_Hawkk', 'id': '851102799899181056'}, {'start': 14, 'end': 25, 'username': 'Jack_Atomy', 'id': '1528360085038059522'}]}",thepickawcity,"{'followers_count': 2272, 'following_count': 4501, 'tweet_count': 30047, 'listed_count': 9}",False,https://twitter.com/thepickawcity/status/1587641827531710464,2272,4501,30047
30,2022-11-02 03:04:43+00:00,1587641826949083137,"RT @CryptoMarma: $50 || 4 Hours 💜

🟪 RT + Like

🟪 Follow @crypto_with_bex + 🔔 on",en,"{'mentions': [{'start': 3, 'end': 15, 'username': 'CryptoMarma', 'id': '258179497'}, {'start': 57, 'end': 73, 'username': 'crypto_with_bex', 'id': '1570507308056051712'}]}",42jeti,"{'followers_count': 159, 'following_count': 2527, 'tweet_count': 6960, 'listed_count': 2}",False,https://twitter.com/42jeti/status/1587641826949083137,159,2527,6960
31,2022-11-02 03:04:42+00:00,1587641826172755968,"How many of you got into crypto because of #memecoins? 

@elonmusk is making #cryptocurrency fun again! I have a feeling this next bull run Meme coins are going to absolutely FLY! 
#Dogecoin #Dogelon #SHIB 

Watch: https://t.co/BNb1bppU9J https://t.co/LvZgOasq1T",en,"{'mentions': [{'start': 57, 'end': 66, 'username': 'elonmusk', 'id': '44196397'}]}",cryptojourneyrs,"{'followers_count': 12912, 'following_count': 823, 'tweet_count': 9792, 'listed_count': 21}",False,https://twitter.com/cryptojourneyrs/status/1587641826172755968,12912,823,9792
32,2022-11-02 03:04:42+00:00,1587641825891823616,"RT @myhodlerapp: 🤑 WIN 100$ 🤑

1. Download app https://t.co/rMgJsfPEyz and create new crypto portfolio
2. Rate 5* in Play Store and write a…",en,"{'mentions': [{'start': 3, 'end': 15, 'username': 'myhodlerapp', 'id': '1549012581960097792'}]}",jho_hen,"{'followers_count': 28, 'following_count': 1403, 'tweet_count': 1828, 'listed_count': 4}",False,https://twitter.com/jho_hen/status/1587641825891823616,28,1403,1828
33,2022-11-02 03:04:42+00:00,1587641825556193280,@CryptoMarma @crypto_with_bex https://t.co/C52ZW17JwZ,qme,"{'mentions': [{'start': 0, 'end': 12, 'username': 'CryptoMarma', 'id': '258179497'}, {'start': 13, 'end': 29, 'username': 'crypto_with_bex', 'id': '1570507308056051712'}]}",_0xigen,"{'followers_count': 72, 'following_count': 4923, 'tweet_count': 29334, 'listed_count': 1}",False,https://twitter.com/_0xigen/status/1587641825556193280,72,4923,29334
34,2022-11-02 03:04:42+00:00,1587641825166299136,"RT @MrShinyBird: 100$ #Giveaway 🎃🐦✨ 
(will pick with twitter picker!) 

To enter:

1️⃣ RT/LIKE &amp; FOLLOW ME @MrShinyBird (🔔)
2️⃣ TAG FRIEND/…",en,"{'mentions': [{'start': 3, 'end': 15, 'username': 'MrShinyBird', 'id': '1471974856665219072'}, {'start': 111, 'end': 123, 'username': 'MrShinyBird', 'id': '1471974856665219072'}]}",brightboylucky,"{'followers_count': 389, 'following_count': 2025, 'tweet_count': 6396, 'listed_count': 1}",False,https://twitter.com/brightboylucky/status/1587641825166299136,389,2025,6396
35,2022-11-02 03:04:42+00:00,1587641825111654403,"RT @leeneedham81: Real time #Crypto #memecoin top 10 AltRank by #LunarCrush

I got 3 absolute beasts showing amazing social/market activity…",en,"{'mentions': [{'start': 3, 'end': 16, 'username': 'leeneedham81', 'id': '1480245001'}]}",hgfdxd6,"{'followers_count': 13, 'following_count': 36, 'tweet_count': 778, 'listed_count': 0}",False,https://twitter.com/hgfdxd6/status/1587641825111654403,13,36,778
36,2022-11-02 03:04:42+00:00,1587641825111601152,"@Wireshape announces a new open blockchain to decentralize product data, thus creating an alternative many times cheaper than the current barcode system.

Join Wireshape DAO and vote on @SnapshotLabs: https://t.co/D15kb1C18y

#NFTGiveaway #NFTdrops #Airdrop #Crypto",en,"{'mentions': [{'start': 0, 'end': 10, 'username': 'wireshape', 'id': '742440086843891712'}, {'start': 186, 'end': 199, 'username': 'SnapshotLabs', 'id': '1297470992491540481'}]}",Rayhank58789819,"{'followers_count': 19, 'following_count': 997, 'tweet_count': 2344, 'listed_count': 0}",False,https://twitter.com/Rayhank58789819/status/1587641825111601152,19,997,2344
37,2022-11-02 03:04:42+00:00,1587641825048743936,"RT @TechTrees_Coin: Crypto is all about red and green. You’ve got to hold on tight and off you go. Remember to become a $TTC, you need to h…",en,"{'mentions': [{'start': 3, 'end': 18, 'username': 'TechTrees_Coin', 'id': '1018177772622139397'}]}",BradyDaniell1,"{'followers_count': 12, 'following_count': 35, 'tweet_count': 1451, 'listed_count': 0}",False,https://twitter.com/BradyDaniell1/status/1587641825048743936,12,35,1451
38,2022-11-02 03:04:42+00:00,1587641824805474305,"RT @MrShinyBird: 100$ #Giveaway 🎃🐦✨ 
(will pick with twitter picker!) 

To enter:

1️⃣ RT/LIKE &amp; FOLLOW ME @MrShinyBird (🔔)
2️⃣ TAG FRIEND/…",en,"{'mentions': [{'start': 3, 'end': 15, 'username': 'MrShinyBird', 'id': '1471974856665219072'}, {'start': 111, 'end': 123, 'username': 'MrShinyBird', 'id': '1471974856665219072'}]}",itschiLu,"{'followers_count': 331, 'following_count': 3759, 'tweet_count': 45681, 'listed_count': 0}",False,https://twitter.com/itschiLu/status/1587641824805474305,331,3759,45681
39,2022-11-02 03:04:42+00:00,1587641824469975040,@enrex_crypto @LanaMarley3 Why is nobody talking about this? Uniswap is being exploited by this dude. More than $200k so far https://t.co/DdoMzAz3B2 leaked in alpha group,en,"{'mentions': [{'start': 0, 'end': 13, 'username': 'enrex_crypto', 'id': '1422084171762180098'}, {'start': 14, 'end': 26, 'username': 'LanaMarley3', 'id': '1568768787134181378'}]}",syafii_2000_12,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 1096, 'listed_count': 0}",False,https://twitter.com/syafii_2000_12/status/1587641824469975040,1,0,1096
40,2022-11-02 03:04:42+00:00,1587641824025477120,"RT @Cointelegraph: Your normie friend: ""I'll get into crypto when dogs start speaking English""
Dogs: 
https://t.co/tNcdK8kbPZ",en,"{'mentions': [{'start': 3, 'end': 17, 'username': 'Cointelegraph', 'id': '2207129125'}]}",Tercron,"{'followers_count': 117, 'following_count': 206, 'tweet_count': 11525, 'listed_count': 2}",False,https://twitter.com/Tercron/status/1587641824025477120,117,206,11525
41,2022-11-02 03:04:42+00:00,1587641823727472641,"RT @zunacoin: ZUNA’s one year anniversary giveaway starts now! 🚀 

$15,000+ in Crypto/NFT’s

61 winners will get 1 #BNB, 100 Billion $ZUNA…",en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'zunacoin', 'id': '1397734526567161856'}]}",Strickl13263893,"{'followers_count': 0, 'following_count': 17, 'tweet_count': 9, 'listed_count': 0}",False,https://twitter.com/Strickl13263893/status/1587641823727472641,0,17,9
42,2022-11-02 03:04:42+00:00,1587641823702712320,pytsab https://t.co/rFR2nwmAYI 18+ #BitcoinAcceptedHere #crypto #Cams,et,,ukadultwebcams,"{'followers_count': 3004, 'following_count': 171, 'tweet_count': 428185, 'listed_count': 45}",False,https://twitter.com/ukadultwebcams/status/1587641823702712320,3004,171,428185
43,2022-11-02 03:04:41+00:00,1587641821856866305,"RT @CryptoTownEU: 🚀 Airdrop: GoSpace
💰 Value: 200 Go Coin
👥 Referral: 1200 Go Coin
📒 Partnership: MetaBank
📅 End Date: 7th November, 2022
🏦…",en,"{'mentions': [{'start': 3, 'end': 16, 'username': 'CryptoTownEU', 'id': '1034478294677250048'}]}",XemBoo,"{'followers_count': 21, 'following_count': 156, 'tweet_count': 150, 'listed_count': 0}",False,https://twitter.com/XemBoo/status/1587641821856866305,21,156,150
44,2022-11-02 03:04:41+00:00,1587641821798113281,RT @bmoon_india: The country has a love-hate relationship with cryptocurrency. The Reserve Bank of India wants to outright ban digital asse…,en,"{'mentions': [{'start': 3, 'end': 15, 'username': 'bmoon_india', 'id': '1341367897910693888'}]}",YiFesen,"{'followers_count': 2, 'following_count': 8, 'tweet_count': 36, 'listed_count': 0}",False,https://twitter.com/YiFesen/status/1587641821798113281,2,8,36
45,2022-11-02 03:04:41+00:00,1587641821685223424,"RT @ScottLEOWarrior: @elonmusk Legend! 

Can we pay in crypto? 👀",en,"{'mentions': [{'start': 3, 'end': 19, 'username': 'ScottLEOWarrior', 'id': '2228960582'}, {'start': 21, 'end': 30, 'username': 'elonmusk', 'id': '44196397'}]}",7luckycityx,"{'followers_count': 119, 'following_count': 4924, 'tweet_count': 26752, 'listed_count': 3}",False,https://twitter.com/7luckycityx/status/1587641821685223424,119,4924,26752
