,id,created_at,author_id,text,lang,username,verified,url,followers_count,following_count,tweet_count,sentiment,sentiment_score
28,1588016661008875520,2022-11-03 03:54:10+00:00,1588016661008875520, register on defichain and earn with me cryptocurrency  bitcoin metaverse  nft polkadot solana ethereum vechain cardano $btc $eth $dfi $sol $ada $bnb $vet $doge dfi btc  solana binance dogecoin (4:54),en,ChainSnake,False,https://twitter.com/ChainSnake/status/1588016661008875520,254,32,36386,Neutral,0.0
29,1588016660643868672,2022-11-03 03:54:10+00:00,1588016660643868672,moots ada yg nonton area surabaya atau malang gk ya?,in,peaches_cake,False,https://twitter.com/peaches_cake/status/1588016660643868672,220,240,1264,Neutral,0.0
30,1588016659742064641,2022-11-03 03:54:10+00:00,1588016659742064641,bilang ke mod aja mau battle sama langa bntr oocly lg ada sesuatu,in,PokeHasegawa,False,https://twitter.com/PokeHasegawa/status/1588016659742064641,81,56,711,Neutral,0.0
31,1588016659465326592,2022-11-03 03:54:10+00:00,1588016659465326592,"@user maaf admin @user mana tau ada yg mbutuhkan madu lebah liar hutan sumatra asli 100%, kita owner, sdah menekuni bisnis madu ini +/- 12th  dan alhamdulillah sudah punya langganan hampir di seluruh prov di indonesia, silahkan 
",in,AbuAndrizal,False,https://twitter.com/AbuAndrizal/status/1588016659465326592,1382,3014,13799,Neutral,0.0
32,1588016659318853634,2022-11-03 03:54:10+00:00,1588016659318853634,"rt @user i'm desperately saving for a small townhouse cause i need housing security, the cost of rent is getting ridiculous. i als…",en,demonbellez44,False,https://twitter.com/demonbellez44/status/1588016659318853634,407,4292,23020,Negative,-0.8484569191932678
33,1588016659142676481,2022-11-03 03:54:10+00:00,1588016659142676481,@user @user ko kamu gitu by? aku salah apa sama kamu? kalo iya aku ada salah coba omongin bakal aku perbaiki. jangan diemin aku gini by aku gabisa jauh dari kamu 🥺,in,naraiest,False,https://twitter.com/naraiest/status/1588016659142676481,103,120,5471,Neutral,0.0
34,1588016658748084224,2022-11-03 03:54:10+00:00,1588016658748084224,"pos presisi polresta banyumas hadir untuk memberikan pelayanan kepada masyarakat di desa binaan bhabinkamtibmas yang ada di wilayah kabupaten banyumas
.207
@user
polrestabanyumasbebatiran 
pospresisipolrestabanyumas purwokerto banyumas 
",in,maulanaaqila1,False,https://twitter.com/maulanaaqila1/status/1588016658748084224,6,15,1515,Neutral,0.0
35,1588016657661771776,2022-11-03 03:54:09+00:00,1588016657661771776,"pos presisi polresta banyumas hadir untuk memberikan pelayanan kepada masyarakat di desa binaan bhabinkamtibmas yang ada di wilayah kabupaten banyumas
. 
. 
@user 
@user 
@user 

polrestabanyumasbebatiran 
pospresisipolrestabanyumas ",in,Daryant55188940,False,https://twitter.com/Daryant55188940/status/1588016657661771776,3,2,213,Neutral,0.0
36,1588016657141669894,2022-11-03 03:54:09+00:00,1588016657141669894,"rt @user full durasi?, koleksi lengkapnya ada digrup mimin gratis 💦 

bantu rt likenya dlu bosku",in,Yudis27853318,False,https://twitter.com/Yudis27853318/status/1588016657141669894,36,218,6695,Neutral,0.0
37,1588016656349286400,2022-11-03 03:54:09+00:00,1588016656349286400,"rt @user yaa robb
terpaksa harus ngutang lagi ke toko 15 karung. jadi sudah ada utang 20 karung, karna beberapa hari lalu kita juga…",in,AndikKhoiri99,False,https://twitter.com/AndikKhoiri99/status/1588016656349286400,117,240,4406,Neutral,0.0
38,1588016656164741121,2022-11-03 03:54:09+00:00,1588016656164741121,"@user ada kakk mariii di aku murce🤩

💟order/tanya2 via wa 
💟payment via qris, spay, dana, ovo, gopay
💟trusted dan bergaransi, testi 20+  ",in,txtfrleo,False,https://twitter.com/txtfrleo/status/1588016656164741121,273,387,4952,Positive,0.6300682425498962
39,1588016655996956672,2022-11-03 03:54:09+00:00,1588016655996956672,"gua yakin penumpang bobceline rame, cuma ga ada yang ngonten aja pakai hashtagnya😭",in,lostvairy,False,https://twitter.com/lostvairy/status/1588016655996956672,11,25,863,Neutral,0.0
40,1588016655430746112,2022-11-03 03:54:09+00:00,1588016655430746112,@user @user ternyata ada yang lebih ngawur duduknya 😭,in,lallumesfafosc,False,https://twitter.com/lallumesfafosc/status/1588016655430746112,51,90,1483,Negative,-0.5176412463188171
41,1588016653304229889,2022-11-03 03:54:08+00:00,1588016653304229889,"rt @user ""aku ada type, kalau aku like aku like kalau tak aku swi-""
",in,nvrfarahin,False,https://twitter.com/nvrfarahin/status/1588016653304229889,42,118,118577,Neutral,0.0
42,1588016653119688705,2022-11-03 03:54:08+00:00,1588016653119688705,"@user sini kak aku ada

💌 order by dm / wa [

💳 all e-wallet dan qris ",in,Puputeonni,False,https://twitter.com/Puputeonni/status/1588016653119688705,287,287,3374,Neutral,0.0
43,1588016652440195072,2022-11-03 03:54:08+00:00,1588016652440195072,"ada 1, 1,3k aja ",in,nyovnya,False,https://twitter.com/nyovnya/status/1588016652440195072,1115,1073,4634,Neutral,0.0
44,1588016651923955712,2022-11-03 03:54:08+00:00,1588016651923955712,rt @user menyemangati diri agar tetap kuat dan yakin.. pasti ada jalan untuk bahagia. tantesurabaya tantejakarta sange_aaaaaaaaaa…,in,marino36675906,False,https://twitter.com/marino36675906/status/1588016651923955712,2,42,422,Neutral,0.0
45,1588016651756191745,2022-11-03 03:54:08+00:00,1588016651756191745,"rt @user @user sepakat. ada orang-orang yang terserahlah anda mau berdosa gimana bentuknya.

yaudah kita biarin aja anda berakti…",in,oralielov,False,https://twitter.com/oralielov/status/1588016651756191745,46,70,22393,Neutral,0.0
46,1588016651370319873,2022-11-03 03:54:08+00:00,1588016651370319873,"@user rcti hd memang dri dlu g ada signal nya kan🤭🤭 
brrti smalam bru ya.. g merhatiin.🤭",in,busaf_dini,False,https://twitter.com/busaf_dini/status/1588016651370319873,57,58,5653,Neutral,0.0
47,1588016650326249472,2022-11-03 03:54:08+00:00,1588016650326249472,"rt @user in all honesty, this post made me cry semalaman last night.

tak ada kaitan with my life but i can empathise with the wife…",en,KodzumeAi,False,https://twitter.com/KodzumeAi/status/1588016650326249472,314,358,30691,Negative,-0.6362830400466919
48,1588016650170900480,2022-11-03 03:54:07+00:00,1588016650170900480,"@user $inu
inu
$btc
$ada
$trx
$sol
$bnb
$zli
$xrp
$shib
$wik
$feg
$baby ",in,m68744379,False,https://twitter.com/m68744379/status/1588016650170900480,1,95,524,Neutral,0.0
49,1588016650141724673,2022-11-03 03:54:07+00:00,1588016650141724673,rt @user langsung gue tag aja lah ya @user tolong sampein ke pengurus ama ketua lo itu ya lo nih mikirin 2024 gak sih? a…,in,lavieensuh,False,https://twitter.com/lavieensuh/status/1588016650141724673,417,165,42270,Neutral,0.0
50,1588016650015584256,2022-11-03 03:54:07+00:00,1588016650015584256,"rt @user polisi yg tertangkap kamera sendirian di tragedi halloween itaewon diwawancara, namanya kim baek kyeom

- ada rekan polisi l…",in,orenjiaji,False,https://twitter.com/orenjiaji/status/1588016650015584256,225,659,44694,Neutral,0.0
51,1588016649793196038,2022-11-03 03:54:07+00:00,1588016649793196038,"14.pos presisi polresta banyumas hadir untuk memberikan pelayanan kepada masyarakat di desa binaan bhabinkamtibmas yang ada di wilayah kabupaten banyumas
. 
. 
@user 
@user 
@user 

polrestabanyumasbebatiran 
pospresisipolrestabanyumas ",in,bhabinkdbbms,False,https://twitter.com/bhabinkdbbms/status/1588016649793196038,0,1,2644,Neutral,0.0
52,1588016649449648128,2022-11-03 03:54:07+00:00,1588016649449648128,rt @user pelik kekadang macam mana ada sesetengah orang boleh berkawan dengan orang yang suka kutuk belakang kawan dia sendiri. tak…,in,aaaahsnnnn,False,https://twitter.com/aaaahsnnnn/status/1588016649449648128,957,391,45655,Neutral,0.0
53,1588016648434642944,2022-11-03 03:54:07+00:00,1588016648434642944,"bisa langsung dm aja atau wa sinii 

• dapet reminder mastip abis (order di wa)
• proses cepat ga ada 5 menit
• gampang dihubungi
• testi 2.700++  ",in,doosfy,False,https://twitter.com/doosfy/status/1588016648434642944,12303,11739,63872,Neutral,0.0
54,1588016647922941952,2022-11-03 03:54:07+00:00,1588016647922941952,@user kagaak ada itu aku bikin sendiri sampe mataku siwer (lebay),in,lifeofJuyeon,False,https://twitter.com/lifeofJuyeon/status/1588016647922941952,175,53,2839,Neutral,0.0
55,1588016646693654528,2022-11-03 03:54:07+00:00,1588016646693654528,"rt @user selama muncul jerawat ramean yg entah penyebabnya apa, aku lagi pake micellar water untuk acne skin condition, cuma 60rb…",in,skincharediary,False,https://twitter.com/skincharediary/status/1588016646693654528,3928,599,18780,Neutral,0.0
56,1588016645683163136,2022-11-03 03:54:06+00:00,1588016645683163136,"@user @user ada kak, aku dulu gitu😂🙏🏼",in,anemialezatos,False,https://twitter.com/anemialezatos/status/1588016645683163136,241,210,780,Positive,0.6295756101608276
57,1588016645628305409,2022-11-03 03:54:06+00:00,1588016645628305409,"rt @user (lokal) b0y n4ked m4lang di3nt0d sama t0p k3nty jumb0. ttyd t0pnya mant3p anjrr😋💦
fullnya udah ada di group ya. yang mau joi…",in,MochammadWahyoe,False,https://twitter.com/MochammadWahyoe/status/1588016645628305409,136,233,13184,Positive,0.5092036128044128
58,1588016645578317824,2022-11-03 03:54:06+00:00,1588016645578317824,"rt @user apa benda ni @user ?
bukan hal ni dah melanggar akta 173 ka? 
atau as always uitm ni kalau umno/bn dia tak kisah? 
@user",in,greenphrogg,False,https://twitter.com/greenphrogg/status/1588016645578317824,36,61,14062,Neutral,0.0
59,1588016645393776640,2022-11-03 03:54:06+00:00,1588016645393776640,"rt @user renungan

kalau kita mau merenungi, dari satu butir nasi pun untuk bisa sampai di piring kita karena ada proses yang t…",in,CCetong,False,https://twitter.com/CCetong/status/1588016645393776640,65,387,120,Neutral,0.0
60,1588016645196640256,2022-11-03 03:54:06+00:00,1588016645196640256,"@user @user awkwkwk soriii gue ditegur admin jodan krn ada beberapa yang salah legal sites dan judulnya malah judul non official/bukan hangul krn belom ada official eng trans. jadi emang bagusnya ditake down aja sama miminnya 🥲🙏

nanti gue kirim lagi setelah direvisi yak. thx!",in,junesonata,False,https://twitter.com/junesonata/status/1588016645196640256,228,408,28915,Neutral,0.0
61,1588016644852707329,2022-11-03 03:54:06+00:00,1588016644852707329,"rt @user apa benda ni @user ?
bukan hal ni dah melanggar akta 173 ka? 
atau as always uitm ni kalau umno/bn dia tak kisah? 
@user",in,__Imannnn,False,https://twitter.com/__Imannnn/status/1588016644852707329,210,270,17829,Neutral,0.0
62,1588016644848160768,2022-11-03 03:54:06+00:00,1588016644848160768,"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user wang lama boleh dijual harga tinggi, wang sekarang tidak ada nilai . !!! 1usa = rm 4.70. !!!   ",in,20052000_tan,False,https://twitter.com/20052000_tan/status/1588016644848160768,495,2505,36207,Neutral,0.0
63,1588016644323913728,2022-11-03 03:54:06+00:00,1588016644323913728,"pos presisi polresta banyumas hadir untuk memberikan pelayanan kepada masyarakat di desa binaan bhabinkamtibmas yang ada di wilayah kabupaten banyumas
.119
@user
polrestabanyumasbebatiran 
pospresisipolrestabanyumas purwokerto banyumas 
",in,budisampurna131,False,https://twitter.com/budisampurna131/status/1588016644323913728,6,5,383,Neutral,0.0
64,1588016644252499968,2022-11-03 03:54:06+00:00,1588016644252499968,"rt @user memang biasa saja, kecuali kalau ke  anies

""temuan-temuan seperti itu di kementerian-kementerian itu selalu ada. yang…",in,endangs119,False,https://twitter.com/endangs119/status/1588016644252499968,169,54,38721,Neutral,0.0
65,1588016644231925761,2022-11-03 03:54:06+00:00,1588016644231925761,"pos presisi polresta banyumas hadir untuk memberikan pelayanan kepada masyarakat di desa binaan bhabinkamtibmas yang ada di wilayah kabupaten banyumas
. 
. 
@user 
@user 
@user 

polrestabanyumasbebatiran 
pospresisipolrestabanyumas ",in,widiantoyes,False,https://twitter.com/widiantoyes/status/1588016644231925761,3,2,31,Neutral,0.0
66,1588016644118528000,2022-11-03 03:54:06+00:00,1588016644118528000,rt @user ada yang bisa ngalahin?? 😌 ,in,lessice___,False,https://twitter.com/lessice___/status/1588016644118528000,1778,1072,201412,Neutral,0.0
67,1588016644072185858,2022-11-03 03:54:06+00:00,1588016644072185858,"@user perjanjiannya gak salah. tapi, peraturannya kenapa gitu? nikah itu berarti ada hak dan kewajiban masing-masing, gak bisa semaunya sendiri.

nikah siri itu juga udah sah secara agama, cuma belum tercatat di negara aja.",in,ssrryy_,False,https://twitter.com/ssrryy_/status/1588016644072185858,0,26,42,Neutral,0.0
68,1588164356746858496,2022-11-03 13:41:03+00:00,1588164356746858496,"📈 $btc / $usdt longed(buy) $20184.00
[13:41:03 utc] [22:41:03 jst]
99.408 btc ($2006451.07 usdt)
xcryptoalert xcryptoalert_btc
binance futures btcusdt perpetual contract
🐳🐳🐳🐳🐳🐳🐳🐳🐳

",en,xCryptoAlert,False,https://twitter.com/xCryptoAlert/status/1588164356746858496,145,52,128078,Neutral,0.0
69,1588164356532973568,2022-11-03 13:41:03+00:00,1588164356532973568,"🐋📉【sell】 btcusdt
qty：$2,006,451（99.4 btc）🐋🐋🐋🐋
price：$20,184
[13:41:03 utc] on binance futures",en,btc_orderalert,False,https://twitter.com/btc_orderalert/status/1588164356532973568,32014,2,301306,Neutral,0.0
70,1588164355098484736,2022-11-03 13:41:03+00:00,1588164355098484736,"@user @user local traders - first ever p2p tokenized exchange. $lct 💎

registered with south american government - lct is our only utility token.
@user  @user
@user
@user @user
1000x 
100xgem 
cryptocurency 
btc       
bscgem 
$the $die ",en,Alice45333372,False,https://twitter.com/Alice45333372/status/1588164355098484736,201,1044,8550,Positive,0.6531091332435608
71,1588164354565865475,2022-11-03 13:41:03+00:00,1588164354565865475,"@user aircoin is my favourite altcoin.
buy and hodl💎

@user
aircoindaolabs aircoin aircash airswap airarmy airchain btc digitalasset crypto binance @user certik 100xgems eth cmc okex coinbase luna usdt gmx sol ens
 ",en,VitalMiami,False,https://twitter.com/VitalMiami/status/1588164354565865475,30,363,1967,Positive,0.9423452019691467
72,1588164352049152000,2022-11-03 13:41:02+00:00,1588164352049152000,btc price has increased by $7.0! current price: $20192.19 cryptopricealerts btc eth,en,maheshishere5,False,https://twitter.com/maheshishere5/status/1588164352049152000,20,3,12305,Positive,0.7761815190315247
73,1588164351038558209,2022-11-03 13:41:02+00:00,1588164351038558209,"@user @user @user $dcu
a golden opportunity in this bear market!

it has all you need!
-vision
-capable team
-supportive community
-safety
-unique utilities that separate us from the rest
🏆dcu is unique!

twitter: @user

eth btc  bnb  dcusmartswap defi crypto financialfreedom",en,Bash51177,False,https://twitter.com/Bash51177/status/1588164351038558209,106,1155,25528,Positive,0.9589875340461731
74,1588164347028815872,2022-11-03 13:41:01+00:00,1588164347028815872,"start mining the next blockchain revolutionary coin. link to signup:  

missed btc!!! don’t miss core!!! ",en,Coredao_____Org,False,https://twitter.com/Coredao_____Org/status/1588164347028815872,857,0,315,Positive,0.7903508543968201
75,1588164346676486145,2022-11-03 13:41:01+00:00,1588164346676486145,"rt @user thanks for all of the requests in yesterday's video.

in today's video:
xrp (most requested)
qnt (2nd)
btc (of course)…",en,PizznoMichaeI,False,https://twitter.com/PizznoMichaeI/status/1588164346676486145,2105,374,125,Positive,0.8793590664863586
76,1588164346575626240,2022-11-03 13:41:01+00:00,1588164346575626240,"@user madchad launched nov,1 and  delivered it all!!
game ready ✅
nft marketplace ✅
stake dapp in bnb ✅

join now!!!

madchad nft gamefi mmorpg bsc binance crypto bnb btc",en,zubi59335802,False,https://twitter.com/zubi59335802/status/1588164346575626240,0,26,1702,Positive,0.9247764348983765
77,1588164345359306752,2022-11-03 13:41:01+00:00,1588164345359306752,rt @user meet melissa. she started using bitcoin after el salvador made btc legal tender. her money is her own now. missionfinancial…,en,AwildaBnb,False,https://twitter.com/AwildaBnb/status/1588164345359306752,0,9,1,Neutral,0.0
78,1588164342888923139,2022-11-03 13:41:00+00:00,1588164342888923139,"rt @user yakn zamanda aracanz olaylarda olacak mesela dxy ve bitcoin aynanda yükselecek bunu grecek yaayacaz. 

bir yerden son…",tr,PeterAd47353546,False,https://twitter.com/PeterAd47353546/status/1588164342888923139,202,1506,120,Neutral,0.0
79,1588164342658338819,2022-11-03 13:41:00+00:00,1588164342658338819,"rt @user 🚀neuralink 
to gether we will build a global common purpose
🚀🚀🚀🚀🚀🚀🚀

name: neuralink
symbol: $neuralink
chain: erc
tg: ht…",en,Aysel_MIMA,False,https://twitter.com/Aysel_MIMA/status/1588164342658338819,1759,1979,3645,Positive,0.8556738495826721
80,1588164341991616512,2022-11-03 13:41:00+00:00,1588164341991616512,"adscoin is the future of crypto world. coming soon, with 5m+ dedicated team, 9 digitalplatforms, as per govt. guidelines. our own adscoinexchange listed with top 20 coins.
btc bnb wrx eth kucoin @user @user @user @user @user @user  ",en,Chandra52020449,False,https://twitter.com/Chandra52020449/status/1588164341991616512,108,430,2433,Positive,0.8462768793106079
81,1588164341026545664,2022-11-03 13:41:00+00:00,1588164341026545664,rt @user meet melissa. she started using bitcoin after el salvador made btc legal tender. her money is her own now. missionfinancial…,en,Antonia_btc,False,https://twitter.com/Antonia_btc/status/1588164341026545664,0,9,3,Neutral,0.0
82,1588164338803769345,2022-11-03 13:40:59+00:00,1588164338803769345,rt @user yo @user i just paid 131 invoices using bitcoin lightning - they all settled in seconds and the sum total of fees wa…,en,BassBoosfer,False,https://twitter.com/BassBoosfer/status/1588164338803769345,45,238,1621,Neutral,0.0
83,1588164337553747968,2022-11-03 13:40:59+00:00,1588164337553747968,"rt @user i will not rest till @user gets its well deserved “top 3” spot alongside btc &amp; eth. 

no other project comes even…",en,Manishankert,False,https://twitter.com/Manishankert/status/1588164337553747968,126,991,1836,Positive,0.8546148538589478
84,1588164337444732931,2022-11-03 13:40:59+00:00,1588164337444732931,"rt @user partnership announcement 🥳

@user x @user 

stay tuned captains, something big is coming! 🤫😍

bitcoin…",en,ClaimAirdrop,False,https://twitter.com/ClaimAirdrop/status/1588164337444732931,14556,450,3151,Positive,0.9429042339324951
85,1588164336844800000,2022-11-03 13:40:59+00:00,1588164336844800000,rt @user meet melissa. she started using bitcoin after el salvador made btc legal tender. her money is her own now. missionfinancial…,en,PhongNg_eth,False,https://twitter.com/PhongNg_eth/status/1588164336844800000,1,8,2,Neutral,0.0
86,1588164335288946688,2022-11-03 13:40:58+00:00,1588164335288946688,btc bitcoin cryptowow!! might be the best move a person can make.,en,CleavenAlive87,False,https://twitter.com/CleavenAlive87/status/1588164335288946688,0,10,2,Positive,0.9763810634613037
87,1588164334206730240,2022-11-03 13:40:58+00:00,1588164334206730240,"rt @user @user @user entiendo que btc en algún momento logrará eso, hoy todavía creo que no puede, pero tenemos qu…",es,CriptoLoki,False,https://twitter.com/CriptoLoki/status/1588164334206730240,110,198,3981,Neutral,0.0
88,1588164332663119872,2022-11-03 13:40:58+00:00,1588164332663119872,rt @user meet melissa. she started using bitcoin after el salvador made btc legal tender. her money is her own now. missionfinancial…,en,MrRiddl,False,https://twitter.com/MrRiddl/status/1588164332663119872,1,11,2,Neutral,0.0
89,1588164331690229760,2022-11-03 13:40:57+00:00,1588164331690229760,"rt @user last 5 days:
✅ 25 signals
⛔️ 2 sl
🍀 92 % accuracy🔥
more than 450% to deposit in 5 days!
five days!!!

join us now 👇
",en,Iliass19998919,False,https://twitter.com/Iliass19998919/status/1588164331690229760,8,187,97,Positive,0.6587859988212585
