,Unnamed: 0,created_at,author_id,text,lang,entities,username,public_metrics,verified,url,followers_count,following_count,tweet_count,sentiment,sentiment_score
10,10,2022-11-02 03:04:46+00:00,1587641842572853248,wtf so easy @user @user @user @user @user @user @user @user @user @user @user ,en,"{'mentions': [{'start': 12, 'end': 24, 'username': 'Bryan121229', 'id': '1491006697682268165'}, {'start': 25, 'end': 33, 'username': 'oytunbc', 'id': '1958688314'}, {'start': 34, 'end': 50, 'username': 'flamingnahdbits', 'id': '87301250'}, {'start': 51, 'end': 64, 'username': 'markdaniel94', 'id': '43226708'}, {'start': 65, 'end': 79, 'username': 'crypto_cuzzin', 'id': '1469454176107339777'}, {'start': 80, 'end': 90, 'username': 'kittyxnft', 'id': '1252942360696066048'}, {'start': 91, 'end': 103, 'username': 'KrykaHodler', 'id': '1455317453165273089'}, {'start': 104, 'end': 120, 'username': 'blockchain_dean', 'id': '1323903498446987264'}, {'start': 121, 'end': 131, 'username': 'jimsalt22', 'id': '3110319880'}, {'start': 132, 'end': 147, 'username': 'elosoperezoso8', 'id': '1391000490998128642'}, {'start': 148, 'end': 162, 'username': 'jaimedavid141', 'id': '3048445706'}]}",DidonBVCXY,"{'followers_count': 0, 'following_count': 4, 'tweet_count': 2, 'listed_count': 0}",False,https://twitter.com/DidonBVCXY/status/1587641842572853248,0,4,2,Neutral,0.0
11,11,2022-11-02 03:04:46+00:00,1587641842451247106,"@user earn $5,000 in sol crypto currency daily without sending money to anyone. thank me later 🥰

",en,"{'mentions': [{'start': 0, 'end': 13, 'username': 'Boogerbeard1', 'id': '1266212961745436673'}]}",Patrickwayne581,"{'followers_count': 66, 'following_count': 30, 'tweet_count': 1153, 'listed_count': 1}",False,https://twitter.com/Patrickwayne581/status/1587641842451247106,66,30,1153,Positive,0.6205693483352661
12,12,2022-11-02 03:04:46+00:00,1587641841477877760,rt @user just in: 🇿🇦 south africa's second largest supermarket chain 'pick n pay' to accept bitcoin &amp; crypto for payments.,en,"{'mentions': [{'start': 3, 'end': 15, 'username': 'WatcherGuru', 'id': '1387497871751196672'}]}",Texas_Belle9,"{'followers_count': 198, 'following_count': 635, 'tweet_count': 24675, 'listed_count': 0}",False,https://twitter.com/Texas_Belle9/status/1587641841477877760,198,635,24675,Neutral,0.0
13,13,2022-11-02 03:04:46+00:00,1587641840731590656,"rt @user @user soooo if i don’t pay the $8 to blue check mark, i’m automatically considered a bot?",en,"{'mentions': [{'start': 3, 'end': 11, 'username': 'vor_nyc', 'id': '2230668726'}, {'start': 13, 'end': 27, 'username': 'Bitboy_Crypto', 'id': '954005112174862336'}]}",voltairemelkor,"{'followers_count': 1491, 'following_count': 4511, 'tweet_count': 16330, 'listed_count': 20}",False,https://twitter.com/voltairemelkor/status/1587641840731590656,1491,4511,16330,Negative,-0.5424602031707764
14,14,2022-11-02 03:04:46+00:00,1587641840567988224,"@user @user @user @user @user @user @user @user @user @user mainnet version will open on 11:00utc 1/11
✅everyone can join the maninnet
register:
✅arena arena ranking:
period:1th-20th nov
prize:1.2m $hub and many other attractive in-game
✅ama:
⏱10:00 utc 1/11
prize:6 nft/6 minigame winners
@user
12368",en,"{'mentions': [{'start': 0, 'end': 16, 'username': 'Mahidhar_Crypto', 'id': '1522834203007717376'}, {'start': 17, 'end': 32, 'username': 'Lovely_finance', 'id': '1394692877716901888'}, {'start': 33, 'end': 48, 'username': 'lovely_turkish', 'id': '1506563697967251464'}, {'start': 49, 'end': 65, 'username': 'LOVELY_INU_ARMY', 'id': '1435477728841506820'}, {'start': 66, 'end': 77, 'username': 'BhupalPala', 'id': '1405125577548255232'}, {'start': 78, 'end': 94, 'username': 'SupporterLovely', 'id': '1425671179231129723'}, {'start': 95, 'end': 106, 'username': 'P_G_Lovely', 'id': '1536645195369918464'}, {'start': 107, 'end': 122, 'username': 'sarthakag_2000', 'id': '2919658244'}, {'start': 123, 'end': 136, 'username': 'Next100XGEMS', 'id': '1377575199692914691'}, {'start': 137, 'end': 149, 'username': 'bitcoinlfgo', 'id': '1296337092302139396'}, {'start': 403, 'end': 414, 'username': 'MonsterEra', 'id': '1583510894'}]}",cocarenkesl,"{'followers_count': 1, 'following_count': 19, 'tweet_count': 14654, 'listed_count': 0}",False,https://twitter.com/cocarenkesl/status/1587641840567988224,1,19,14654,Neutral,0.0
15,15,2022-11-02 03:04:46+00:00,1587641839967879169,"crypto

via @user 
news binance ",qht,"{'mentions': [{'start': 13, 'end': 23, 'username': 'coin_post', 'id': '882154500240228353'}]}",Ralphtan222,"{'followers_count': 214, 'following_count': 4955, 'tweet_count': 105005, 'listed_count': 10}",False,https://twitter.com/Ralphtan222/status/1587641839967879169,214,4955,105005,Neutral,0.0
16,16,2022-11-02 03:04:46+00:00,1587641839112552451,@user $pw presaleworld crypto,qme,"{'mentions': [{'start': 0, 'end': 13, 'username': 'PresaleWorld', 'id': '1552396677885165572'}]}",Monom0suk3,"{'followers_count': 297, 'following_count': 2950, 'tweet_count': 14004, 'listed_count': 1}",False,https://twitter.com/Monom0suk3/status/1587641839112552451,297,2950,14004,Neutral,0.0
17,17,2022-11-02 03:04:45+00:00,1587641836621148160,rt @user just in: 🇮🇳 crypto regulation is a 'working priority' for its g20 presidency next month- indian finance minister,en,"{'mentions': [{'start': 3, 'end': 15, 'username': 'UnidefTimes', 'id': '1531644250663833601'}]}",Novemberbigwiin,"{'followers_count': 42, 'following_count': 3981, 'tweet_count': 13862, 'listed_count': 4}",False,https://twitter.com/Novemberbigwiin/status/1587641836621148160,42,3981,13862,Positive,0.54967200756073
18,18,2022-11-02 03:04:45+00:00,1587641835500883969,whitelist interworking assistajnt @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user ,en,"{'mentions': [{'start': 34, 'end': 49, 'username': 'Ivan_shklyaruk', 'id': '1439136045090607108'}, {'start': 50, 'end': 58, 'username': 'Glez_58', 'id': '169709995'}, {'start': 59, 'end': 75, 'username': 'CryptoTwinSnake', 'id': '1445615055039467522'}, {'start': 76, 'end': 88, 'username': 'Zooz_Crypto', 'id': '1392339410528604164'}, {'start': 89, 'end': 97, 'username': 'devJano', 'id': '1444303413638991875'}, {'start': 98, 'end': 111, 'username': 'nic_alexandr', 'id': '970234417254944769'}, {'start': 112, 'end': 122, 'username': 'MrBitstar', 'id': '1168148539458932737'}, {'start': 123, 'end': 133, 'username': 'RoyalSol_', 'id': '1936032644'}, {'start': 134, 'end': 147, 'username': 'alex21168934', 'id': '1288564161149054979'}, {'start': 148, 'end': 155, 'username': '4REMgm', 'id': '109698220'}, {'start': 156, 'end': 164, 'username': 'Pahtohs', 'id': '748322636552253440'}, {'start': 165, 'end': 174, 'username': 'krassyes', 'id': '1316476413617344522'}, {'start': 175, 'end': 191, 'username': 'crunchycereal13', 'id': '1432531418484150274'}, {'start': 192, 'end': 205, 'username': 'intotheabiss', 'id': '356473121'}, {'start': 206, 'end': 221, 'username': 'Laoxie95888854', 'id': '1390934504412377091'}]}",mulugbek95461,"{'followers_count': 0, 'following_count': 4, 'tweet_count': 45, 'listed_count': 0}",False,https://twitter.com/mulugbek95461/status/1587641835500883969,0,4,45,Neutral,0.0
19,19,2022-11-02 03:04:45+00:00,1587641835215888385,"rt @user top nft coins on kucoin - another phantasma video! 

which nfts should you buy? in this video you’ll learn about nft tok…",en,"{'mentions': [{'start': 3, 'end': 17, 'username': 'PhantasmaBot_', 'id': '1484099666434306054'}]}",Fri55628131,"{'followers_count': 400, 'following_count': 1667, 'tweet_count': 98376, 'listed_count': 9}",False,https://twitter.com/Fri55628131/status/1587641835215888385,400,1667,98376,Neutral,0.0
20,20,2022-11-02 03:04:45+00:00,1587641834897313792,"rt @user what is the longest chain rule and how does it work with quai's multi-chain modular architecture?🤔

quainetwork quaidevu…",en,"{'mentions': [{'start': 3, 'end': 15, 'username': 'QuaiNetwork', 'id': '1306071657174441985'}]}",allutfiii,"{'followers_count': 405, 'following_count': 4994, 'tweet_count': 26526, 'listed_count': 12}",False,https://twitter.com/allutfiii/status/1587641834897313792,405,4994,26526,Neutral,0.0
21,21,2022-11-02 03:04:44+00:00,1587641834649669633,"rt @user we are giving away 100 nft gpus worth $100 each 🚀

1. follow @user &amp; rt
2.join the discord ",en,"{'mentions': [{'start': 3, 'end': 16, 'username': 'PunksBitcoin', 'id': '1536428748232335362'}, {'start': 80, 'end': 92, 'username': 'Mineable_io', 'id': '1524693482014654464'}]}",FatimahIAB,"{'followers_count': 188, 'following_count': 64, 'tweet_count': 4968, 'listed_count': 0}",False,https://twitter.com/FatimahIAB/status/1587641834649669633,188,64,4968,Positive,0.6338755488395691
22,22,2022-11-02 03:04:44+00:00,1587641833751949312,rt @user $ttc has all the reasons to be the top project in bsc. it will be all over the crypto world!! do not miss to jump onboard…,en,"{'mentions': [{'start': 3, 'end': 14, 'username': 'tandinganE', 'id': '1442287619304407043'}]}",MorganLucius4,"{'followers_count': 0, 'following_count': 32, 'tweet_count': 436, 'listed_count': 0}",False,https://twitter.com/MorganLucius4/status/1587641833751949312,0,32,436,Positive,0.9867890477180481
23,23,2022-11-02 03:04:44+00:00,1587641832129056768,"rt @user 📢just in: @user is now available on @user with $100k liquidity from start🚀🚀

bit5 is a decentralized cryp…",en,"{'mentions': [{'start': 3, 'end': 19, 'username': 'CryptoInsightsX', 'id': '1463919070735003648'}, {'start': 31, 'end': 40, 'username': 'bit5_win', 'id': '1553459826835030019'}, {'start': 61, 'end': 73, 'username': 'PancakeSwap', 'id': '1305349277422477313'}]}",sagorkh04849279,"{'followers_count': 5, 'following_count': 14, 'tweet_count': 625, 'listed_count': 0}",False,https://twitter.com/sagorkh04849279/status/1587641832129056768,5,14,625,Positive,0.8111869096755981
24,24,2022-11-02 03:04:43+00:00,1587641828987506688,sage_roux  18+ bitcoinacceptedhere crypto cams,fr,,ukadultwebcams,"{'followers_count': 3004, 'following_count': 171, 'tweet_count': 428185, 'listed_count': 45}",False,https://twitter.com/ukadultwebcams/status/1587641828987506688,3004,171,428185,Neutral,0.0
25,25,2022-11-02 03:04:43+00:00,1587641828605849601,rt @user 💎listenfy $audio is considered as the most potential project currently. they are doing a great ecosystem that allows peo…,en,"{'mentions': [{'start': 3, 'end': 17, 'username': 'Nordic_Whales', 'id': '1459314298371649540'}]}",Oxmauluck,"{'followers_count': 43, 'following_count': 2014, 'tweet_count': 4527, 'listed_count': 0}",False,https://twitter.com/Oxmauluck/status/1587641828605849601,43,2014,4527,Positive,0.9726301431655884
26,26,2022-11-02 03:04:43+00:00,1587641828060585985,"@user eth giveaway 💚🫶

✅
✅@user

eth crypto giveaways ",en,"{'mentions': [{'start': 0, 'end': 13, 'username': 'GiveawaysRaw', 'id': '1573390548207108099'}, {'start': 34, 'end': 48, 'username': 'zachrashafira', 'id': '455532497'}]}",E17Rudhi,"{'followers_count': 266, 'following_count': 5001, 'tweet_count': 32802, 'listed_count': 4}",False,https://twitter.com/E17Rudhi/status/1587641828060585985,266,5001,32802,Positive,0.7482755184173584
27,27,2022-11-02 03:04:43+00:00,1587641828039614465,"rt @user @user legend! 

can we pay in crypto? 👀",en,"{'mentions': [{'start': 3, 'end': 19, 'username': 'ScottLEOWarrior', 'id': '2228960582'}, {'start': 21, 'end': 30, 'username': 'elonmusk', 'id': '44196397'}]}",RahmiBigwin7,"{'followers_count': 18, 'following_count': 151, 'tweet_count': 146, 'listed_count': 0}",False,https://twitter.com/RahmiBigwin7/status/1587641828039614465,18,151,146,Positive,0.8824411034584045
28,28,2022-11-02 03:04:43+00:00,1587641827611770882,"rt @user if i were 20 yrs old again, i'd probably find a remote crypto/web3 job with an above-average salary. then, move to a low-cost…",en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'Route2FI', 'id': '1084397942319054850'}]}",walking_melon,"{'followers_count': 5, 'following_count': 179, 'tweet_count': 10, 'listed_count': 10}",False,https://twitter.com/walking_melon/status/1587641827611770882,5,179,10,Neutral,0.0
29,29,2022-11-02 03:04:43+00:00,1587641827531710464,@user @user ,qme,"{'mentions': [{'start': 0, 'end': 13, 'username': 'Crypto_Hawkk', 'id': '851102799899181056'}, {'start': 14, 'end': 25, 'username': 'Jack_Atomy', 'id': '1528360085038059522'}]}",thepickawcity,"{'followers_count': 2272, 'following_count': 4501, 'tweet_count': 30047, 'listed_count': 9}",False,https://twitter.com/thepickawcity/status/1587641827531710464,2272,4501,30047,Neutral,0.0
30,30,2022-11-02 03:04:43+00:00,1587641826949083137,"rt @user $50 || 4 hours 💜

🟪 rt + like

🟪 follow @user + 🔔 on",en,"{'mentions': [{'start': 3, 'end': 15, 'username': 'CryptoMarma', 'id': '258179497'}, {'start': 57, 'end': 73, 'username': 'crypto_with_bex', 'id': '1570507308056051712'}]}",42jeti,"{'followers_count': 159, 'following_count': 2527, 'tweet_count': 6960, 'listed_count': 2}",False,https://twitter.com/42jeti/status/1587641826949083137,159,2527,6960,Neutral,0.0
31,31,2022-11-02 03:04:42+00:00,1587641826172755968,"how many of you got into crypto because of memecoins? 

@user is making cryptocurrency fun again! i have a feeling this next bull run meme coins are going to absolutely fly! 
dogecoin dogelon shib 

watch:  ",en,"{'mentions': [{'start': 57, 'end': 66, 'username': 'elonmusk', 'id': '44196397'}]}",cryptojourneyrs,"{'followers_count': 12912, 'following_count': 823, 'tweet_count': 9792, 'listed_count': 21}",False,https://twitter.com/cryptojourneyrs/status/1587641826172755968,12912,823,9792,Positive,0.9727873802185059
32,32,2022-11-02 03:04:42+00:00,1587641825891823616,"rt @user 🤑 win 100$ 🤑

1. download app  and create new crypto portfolio
2. rate 5* in play store and write a…",en,"{'mentions': [{'start': 3, 'end': 15, 'username': 'myhodlerapp', 'id': '1549012581960097792'}]}",jho_hen,"{'followers_count': 28, 'following_count': 1403, 'tweet_count': 1828, 'listed_count': 4}",False,https://twitter.com/jho_hen/status/1587641825891823616,28,1403,1828,Positive,0.7305945158004761
33,33,2022-11-02 03:04:42+00:00,1587641825556193280,@user @user ,qme,"{'mentions': [{'start': 0, 'end': 12, 'username': 'CryptoMarma', 'id': '258179497'}, {'start': 13, 'end': 29, 'username': 'crypto_with_bex', 'id': '1570507308056051712'}]}",_0xigen,"{'followers_count': 72, 'following_count': 4923, 'tweet_count': 29334, 'listed_count': 1}",False,https://twitter.com/_0xigen/status/1587641825556193280,72,4923,29334,Neutral,0.0
34,34,2022-11-02 03:04:42+00:00,1587641825166299136,"rt @user 100$ giveaway 🎃🐦✨ 
(will pick with twitter picker!) 

to enter:

1️⃣ rt/like &amp; follow me @user (🔔)
2️⃣ tag friend/…",en,"{'mentions': [{'start': 3, 'end': 15, 'username': 'MrShinyBird', 'id': '1471974856665219072'}, {'start': 111, 'end': 123, 'username': 'MrShinyBird', 'id': '1471974856665219072'}]}",brightboylucky,"{'followers_count': 389, 'following_count': 2025, 'tweet_count': 6396, 'listed_count': 1}",False,https://twitter.com/brightboylucky/status/1587641825166299136,389,2025,6396,Positive,0.6784558296203613
35,35,2022-11-02 03:04:42+00:00,1587641825111654403,"rt @user real time crypto memecoin top 10 altrank by lunarcrush

i got 3 absolute beasts showing amazing social/market activity…",en,"{'mentions': [{'start': 3, 'end': 16, 'username': 'leeneedham81', 'id': '1480245001'}]}",hgfdxd6,"{'followers_count': 13, 'following_count': 36, 'tweet_count': 778, 'listed_count': 0}",False,https://twitter.com/hgfdxd6/status/1587641825111654403,13,36,778,Positive,0.9368224740028381
36,36,2022-11-02 03:04:42+00:00,1587641825111601152,"@user announces a new open blockchain to decentralize product data, thus creating an alternative many times cheaper than the current barcode system.

join wireshape dao and vote on @user 

nftgiveaway nftdrops airdrop crypto",en,"{'mentions': [{'start': 0, 'end': 10, 'username': 'wireshape', 'id': '742440086843891712'}, {'start': 186, 'end': 199, 'username': 'SnapshotLabs', 'id': '1297470992491540481'}]}",Rayhank58789819,"{'followers_count': 19, 'following_count': 997, 'tweet_count': 2344, 'listed_count': 0}",False,https://twitter.com/Rayhank58789819/status/1587641825111601152,19,997,2344,Positive,0.7665243148803711
37,37,2022-11-02 03:04:42+00:00,1587641825048743936,"rt @user crypto is all about red and green. you’ve got to hold on tight and off you go. remember to become a $ttc, you need to h…",en,"{'mentions': [{'start': 3, 'end': 18, 'username': 'TechTrees_Coin', 'id': '1018177772622139397'}]}",BradyDaniell1,"{'followers_count': 12, 'following_count': 35, 'tweet_count': 1451, 'listed_count': 0}",False,https://twitter.com/BradyDaniell1/status/1587641825048743936,12,35,1451,Neutral,0.0
38,38,2022-11-02 03:04:42+00:00,1587641824805474305,"rt @user 100$ giveaway 🎃🐦✨ 
(will pick with twitter picker!) 

to enter:

1️⃣ rt/like &amp; follow me @user (🔔)
2️⃣ tag friend/…",en,"{'mentions': [{'start': 3, 'end': 15, 'username': 'MrShinyBird', 'id': '1471974856665219072'}, {'start': 111, 'end': 123, 'username': 'MrShinyBird', 'id': '1471974856665219072'}]}",itschiLu,"{'followers_count': 331, 'following_count': 3759, 'tweet_count': 45681, 'listed_count': 0}",False,https://twitter.com/itschiLu/status/1587641824805474305,331,3759,45681,Positive,0.6784558296203613
39,39,2022-11-02 03:04:42+00:00,1587641824469975040,@user @user why is nobody talking about this? uniswap is being exploited by this dude. more than $200k so far  leaked in alpha group,en,"{'mentions': [{'start': 0, 'end': 13, 'username': 'enrex_crypto', 'id': '1422084171762180098'}, {'start': 14, 'end': 26, 'username': 'LanaMarley3', 'id': '1568768787134181378'}]}",syafii_2000_12,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 1096, 'listed_count': 0}",False,https://twitter.com/syafii_2000_12/status/1587641824469975040,1,0,1096,Negative,-0.9115498661994934
40,40,2022-11-02 03:04:42+00:00,1587641824025477120,"rt @user your normie friend: ""i'll get into crypto when dogs start speaking english""
dogs: 
",en,"{'mentions': [{'start': 3, 'end': 17, 'username': 'Cointelegraph', 'id': '2207129125'}]}",Tercron,"{'followers_count': 117, 'following_count': 206, 'tweet_count': 11525, 'listed_count': 2}",False,https://twitter.com/Tercron/status/1587641824025477120,117,206,11525,Neutral,0.0
41,41,2022-11-02 03:04:42+00:00,1587641823727472641,"rt @user zuna’s one year anniversary giveaway starts now! 🚀 

$15,000+ in crypto/nft’s

61 winners will get 1 bnb, 100 billion $zuna…",en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'zunacoin', 'id': '1397734526567161856'}]}",Strickl13263893,"{'followers_count': 0, 'following_count': 17, 'tweet_count': 9, 'listed_count': 0}",False,https://twitter.com/Strickl13263893/status/1587641823727472641,0,17,9,Positive,0.7449547648429871
42,42,2022-11-02 03:04:42+00:00,1587641823702712320,pytsab  18+ bitcoinacceptedhere crypto cams,et,,ukadultwebcams,"{'followers_count': 3004, 'following_count': 171, 'tweet_count': 428185, 'listed_count': 45}",False,https://twitter.com/ukadultwebcams/status/1587641823702712320,3004,171,428185,Neutral,0.0
43,43,2022-11-02 03:04:41+00:00,1587641821856866305,"rt @user 🚀 airdrop: gospace
💰 value: 200 go coin
👥 referral: 1200 go coin
📒 partnership: metabank
📅 end date: 7th november, 2022
🏦…",en,"{'mentions': [{'start': 3, 'end': 16, 'username': 'CryptoTownEU', 'id': '1034478294677250048'}]}",XemBoo,"{'followers_count': 21, 'following_count': 156, 'tweet_count': 150, 'listed_count': 0}",False,https://twitter.com/XemBoo/status/1587641821856866305,21,156,150,Neutral,0.0
44,44,2022-11-02 03:04:41+00:00,1587641821798113281,rt @user the country has a love-hate relationship with cryptocurrency. the reserve bank of india wants to outright ban digital asse…,en,"{'mentions': [{'start': 3, 'end': 15, 'username': 'bmoon_india', 'id': '1341367897910693888'}]}",YiFesen,"{'followers_count': 2, 'following_count': 8, 'tweet_count': 36, 'listed_count': 0}",False,https://twitter.com/YiFesen/status/1587641821798113281,2,8,36,Negative,-0.839400053024292
45,45,2022-11-02 03:04:41+00:00,1587641821685223424,"rt @user @user legend! 

can we pay in crypto? 👀",en,"{'mentions': [{'start': 3, 'end': 19, 'username': 'ScottLEOWarrior', 'id': '2228960582'}, {'start': 21, 'end': 30, 'username': 'elonmusk', 'id': '44196397'}]}",7luckycityx,"{'followers_count': 119, 'following_count': 4924, 'tweet_count': 26752, 'listed_count': 3}",False,https://twitter.com/7luckycityx/status/1587641821685223424,119,4924,26752,Positive,0.8824411034584045
46,46,2022-11-02 03:04:41+00:00,1587641820796051456,"rt @user 🎉don’t miss the $𝟏𝟎,𝟎𝟎𝟎 big giveaway of our old friend @user a decentralization crypto fund! 
 
🎁 𝟓,𝟎𝟎𝟎 $fb + tasko…",en,"{'mentions': [{'start': 3, 'end': 13, 'username': 'taskonxyz', 'id': '1552588328372826113'}, {'start': 71, 'end': 81, 'username': 'FBBank_cc', 'id': '1514200341771862018'}]}",creliavpdoryxt,"{'followers_count': 9, 'following_count': 157, 'tweet_count': 165, 'listed_count': 0}",False,https://twitter.com/creliavpdoryxt/status/1587641820796051456,9,157,165,Positive,0.9592533111572266
47,47,2022-11-02 03:04:41+00:00,1587641820468895744,"rt @user great news everybody 🐱. 
rewards pool is: $100k in usdt 🔥
for first 50k eligible people. 🚀

do some task 
download a4 crypto…",en,"{'mentions': [{'start': 3, 'end': 12, 'username': 'A4Wallet', 'id': '1587078180904517633'}]}",SohanGazi697,"{'followers_count': 1, 'following_count': 26, 'tweet_count': 30, 'listed_count': 0}",False,https://twitter.com/SohanGazi697/status/1587641820468895744,1,26,30,Positive,0.9566025137901306
