id,created_at,author_id,text,lang,username,verified,url,followers_count,following_count,tweet_count
1588016661575368704,2022-11-03 03:54:10+00:00,1588016661575368704,"RT @silverlines17: @Askrlfess IMO kadang tuh ada orang yang lagi ribut sama orang lain, dia menghasut temen secirclenya buat ikut ngejauhin…",in,klemssi,False,https://twitter.com/klemssi/status/1588016661575368704,136,238,39797
1588016661160153088,2022-11-03 03:54:10+00:00,1588016661160153088,@brwnsnd Wahh yg wayang tu kena install apps eh? And dia ada bagi time range ke?,in,syattty,False,https://twitter.com/syattty/status/1588016661160153088,777,684,61520
1588016661008875520,2022-11-03 03:54:10+00:00,1588016661008875520,https://t.co/9azTezog2E register on #defichain and earn with me #cryptocurrency  #bitcoin #metaverse  #nft #polkadot #solana #ethereum #vechain #cardano $btc $eth $dfi $sol $ada $bnb $vet $doge #dfi #btc  #solana #binance #dogecoin (4:54),en,ChainSnake,False,https://twitter.com/ChainSnake/status/1588016661008875520,254,32,36386
1588016660643868672,2022-11-03 03:54:10+00:00,1588016660643868672,Moots ada yg nonton area surabaya atau malang gk ya?,in,peaches_cake,False,https://twitter.com/peaches_cake/status/1588016660643868672,220,240,1264
1588016659742064641,2022-11-03 03:54:10+00:00,1588016659742064641,bilang ke mod aja mau battle sama langa bntr oocly lg ada SESUATU,in,PokeHasegawa,False,https://twitter.com/PokeHasegawa/status/1588016659742064641,81,56,711
1588016659465326592,2022-11-03 03:54:10+00:00,1588016659465326592,"@republikaonline Maaf admin @republikaonline mana tau ada yg mbutuhkan Madu lebah liar hutan Sumatra asli 100%, kita Owner, sdah menekuni bisnis Madu ini +/- 12th  dan Alhamdulillah sudah punya langganan hampir di seluruh prov di Indonesia, silahkan https://t.co/hve7aC0mpP
https://t.co/3iRm7RwiT0",in,AbuAndrizal,False,https://twitter.com/AbuAndrizal/status/1588016659465326592,1382,3014,13799
1588016659318853634,2022-11-03 03:54:10+00:00,1588016659318853634,"RT @bibicosplays: I'm desperately saving for a small townhouse cause I need housing security, the cost of rent is getting ridiculous. I als…",en,demonbellez44,False,https://twitter.com/demonbellez44/status/1588016659318853634,407,4292,23020
1588016659142676481,2022-11-03 03:54:10+00:00,1588016659142676481,@alenvixt @demonsvcks Ko kamu gitu by? Aku salah apa sama kamu? Kalo iya aku ada salah coba omongin bakal aku perbaiki. Jangan diemin aku gini by aku gabisa jauh dari kamu 🥺,in,naraiest,False,https://twitter.com/naraiest/status/1588016659142676481,103,120,5471
1588016658748084224,2022-11-03 03:54:10+00:00,1588016658748084224,"Pos Presisi Polresta Banyumas hadir untuk memberikan pelayanan kepada masyarakat di desa binaan Bhabinkamtibmas yang ada di wilayah Kabupaten Banyumas
.207
@Polresta_Bms
#polrestabanyumasbebatiran 
#pospresisipolrestabanyumas #purwokerto #banyumas 
https://t.co/Q7Uicy3F6t",in,maulanaaqila1,False,https://twitter.com/maulanaaqila1/status/1588016658748084224,6,15,1515
1588016657661771776,2022-11-03 03:54:09+00:00,1588016657661771776,"Pos Presisi Polresta Banyumas hadir untuk memberikan pelayanan kepada masyarakat di desa binaan Bhabinkamtibmas yang ada di wilayah Kabupaten Banyumas
. 
. 
@kapolresta_banyumas 
@humas_poldajateng 
@divisihumaspolri 

#polrestabanyumasbebatiran 
#pospresisipolrestabanyumas https://t.co/1AxVJx8m4I",in,Daryant55188940,False,https://twitter.com/Daryant55188940/status/1588016657661771776,3,2,213
1588016657141669894,2022-11-03 03:54:09+00:00,1588016657141669894,"RT @botolkuning124: Full durasi?, koleksi lengkapnya ada digrup mimin gratis 💦 

bantu rt likenya dlu bosku",in,Yudis27853318,False,https://twitter.com/Yudis27853318/status/1588016657141669894,36,218,6695
1588016656349286400,2022-11-03 03:54:09+00:00,1588016656349286400,"RT @abuziyad02: Yaa Robb
Terpaksa Harus ngutang lagi ke toko 15 karung. Jadi sudah ada utang 20 karung, karna beberapa hari lalu kita juga…",in,AndikKhoiri99,False,https://twitter.com/AndikKhoiri99/status/1588016656349286400,117,240,4406
1588016656164741121,2022-11-03 03:54:09+00:00,1588016656164741121,"@pwrkjies ada kakk mariii di aku murce🤩

💟Order/tanya2 via wa https://t.co/I4TaDpfLY7
💟Payment via QRIS, Spay, Dana, OVO, Gopay
💟Trusted dan bergaransi, testi 20+ https://t.co/7hiKktHCBm https://t.co/0EmkUuzdBO",in,txtfrleo,False,https://twitter.com/txtfrleo/status/1588016656164741121,273,387,4952
1588016655996956672,2022-11-03 03:54:09+00:00,1588016655996956672,"gua yakin penumpang bobceline rame, cuma ga ada yang ngonten aja pakai hashtagnya😭",in,lostvairy,False,https://twitter.com/lostvairy/status/1588016655996956672,11,25,863
1588016655430746112,2022-11-03 03:54:09+00:00,1588016655430746112,@lemonpie0052 @kochengfs ternyata ada yang lebih ngawur duduknya 😭,in,lallumesfafosc,False,https://twitter.com/lallumesfafosc/status/1588016655430746112,51,90,1483
1588016653304229889,2022-11-03 03:54:08+00:00,1588016653304229889,"RT @IzzraifHarz: ""aku ada type, kalau aku like aku like kalau tak aku swi-""
https://t.co/dn0P2eHr7x",in,nvrfarahin,False,https://twitter.com/nvrfarahin/status/1588016653304229889,42,118,118577
1588016653119688705,2022-11-03 03:54:08+00:00,1588016653119688705,"@evanieington sini kak aku ada

💌 order by DM / WA [https://t.co/v49ru1G1Ds]

💳 all e-wallet dan QRIS https://t.co/y0o2xp7D0W",in,Puputeonni,False,https://twitter.com/Puputeonni/status/1588016653119688705,287,287,3374
1588016652440195072,2022-11-03 03:54:08+00:00,1588016652440195072,"ada 1, 1,3k aja https://t.co/OOQUY0lVvY",in,nyovnya,False,https://twitter.com/nyovnya/status/1588016652440195072,1115,1073,4634
1588016651923955712,2022-11-03 03:54:08+00:00,1588016651923955712,RT @windu0208: Menyemangati diri agar tetap kuat dan yakin.. pasti ada jalan untuk bahagia. #tantesurabaya #tantejakarta #SANGE_AAAAAAAAAA…,in,marino36675906,False,https://twitter.com/marino36675906/status/1588016651923955712,2,42,422
1588016651756191745,2022-11-03 03:54:08+00:00,1588016651756191745,"RT @Isra_KK: @niko_junius Sepakat. Ada orang-orang yang terserahlah anda mau berdosa gimana bentuknya.

Yaudah kita biarin aja anda berakti…",in,oralielov,False,https://twitter.com/oralielov/status/1588016651756191745,46,70,22393
1588016651370319873,2022-11-03 03:54:08+00:00,1588016651370319873,"@Langitponpel_19 Rcti HD memang dri dlu g ada signal nya kan🤭🤭 
Brrti smalam bru ya.. g merhatiin.🤭",in,busaf_dini,False,https://twitter.com/busaf_dini/status/1588016651370319873,57,58,5653
1588016650326249472,2022-11-03 03:54:08+00:00,1588016650326249472,"RT @maimaimai95: In all honesty, this post made me cry semalaman last night.

Tak ada kaitan with my life but I can empathise with the wife…",en,KodzumeAi,False,https://twitter.com/KodzumeAi/status/1588016650326249472,314,358,30691
1588016650170900480,2022-11-03 03:54:07+00:00,1588016650170900480,"@ReachMorpheuss $INU
#INU
$BTC
$ADA
$TRX
$SOL
$BNB
$ZLI
$XRP
$SHIB
$WIK
$FEG
$BABY https://t.co/RcA29nq9g9",in,m68744379,False,https://twitter.com/m68744379/status/1588016650170900480,1,95,524
1588016650141724673,2022-11-03 03:54:07+00:00,1588016650141724673,RT @txtdrdinmasjid: langsung gue tag aja lah ya @INABadminton tolong sampein ke pengurus ama ketua lo itu ya lo nih mikirin 2024 gak sih? a…,in,lavieensuh,False,https://twitter.com/lavieensuh/status/1588016650141724673,417,165,42270
1588016650015584256,2022-11-03 03:54:07+00:00,1588016650015584256,"RT @coppamagz: Polisi yg tertangkap kamera sendirian di tragedi Halloween Itaewon diwawancara, namanya Kim Baek Kyeom

- Ada rekan polisi l…",in,orenjiaji,False,https://twitter.com/orenjiaji/status/1588016650015584256,225,659,44694
1588016649793196038,2022-11-03 03:54:07+00:00,1588016649793196038,"14.Pos Presisi Polresta Banyumas hadir untuk memberikan pelayanan kepada masyarakat di desa binaan Bhabinkamtibmas yang ada di wilayah Kabupaten Banyumas
. 
. 
@kapolresta_banyumas 
@humas_poldajateng 
@divisihumaspolri 

#polrestabanyumasbebatiran 
#pospresisipolrestabanyumas https://t.co/jIaBKZjp27",in,bhabinkdbbms,False,https://twitter.com/bhabinkdbbms/status/1588016649793196038,0,1,2644
1588016649449648128,2022-11-03 03:54:07+00:00,1588016649449648128,RT @aemieruls_: pelik kekadang macam mana ada sesetengah orang boleh berkawan dengan orang yang suka kutuk belakang kawan dia sendiri. tak…,in,aaaahsnnnn,False,https://twitter.com/aaaahsnnnn/status/1588016649449648128,957,391,45655
1588016648434642944,2022-11-03 03:54:07+00:00,1588016648434642944,"bisa langsung dm aja atau wa sinii https://t.co/zL1RhAC3dT

• dapet reminder mastip abis (order di wa)
• proses cepat ga ada 5 menit
• gampang dihubungi
• testi 2.700++ https://t.co/yn2sga9aLg https://t.co/Zy7oefGf8w",in,doosfy,False,https://twitter.com/doosfy/status/1588016648434642944,12303,11739,63872
1588016647922941952,2022-11-03 03:54:07+00:00,1588016647922941952,@lifeofJeno Kagaak ada itu aku bikin sendiri sampe mataku siwer (lebay),in,lifeofJuyeon,False,https://twitter.com/lifeofJuyeon/status/1588016647922941952,175,53,2839
1588016646693654528,2022-11-03 03:54:07+00:00,1588016646693654528,"RT @skinatvelvet: Selama muncul jerawat ramean yg entah penyebabnya apa, aku lagi pake micellar water untuk acne skin condition, cuma 60rb…",in,skincharediary,False,https://twitter.com/skincharediary/status/1588016646693654528,3928,599,18780
1588016645683163136,2022-11-03 03:54:06+00:00,1588016645683163136,"@akudlyyyyyy @karawangfess ada kak, aku dulu gitu😂🙏🏼",in,anemialezatos,False,https://twitter.com/anemialezatos/status/1588016645683163136,241,210,780
1588016645628305409,2022-11-03 03:54:06+00:00,1588016645628305409,"RT @C0l1Skuy_: (Lokal) B0y N4ked M4lang di3nt0d sama t0p k3nty jumb0. Ttyd T0pnya mant3p anjrr😋💦
Fullnya udah ada di group ya. Yang mau joi…",in,MochammadWahyoe,False,https://twitter.com/MochammadWahyoe/status/1588016645628305409,136,233,13184
1588016645578317824,2022-11-03 03:54:06+00:00,1588016645578317824,"RT @yluqman1: Apa benda ni @uitmofficial ?
Bukan hal ni dah melanggar akta 173 ka? 
Atau as always uitm ni kalau umno/bn dia tak kisah? 
@m…",in,greenphrogg,False,https://twitter.com/greenphrogg/status/1588016645578317824,36,61,14062
1588016645393776640,2022-11-03 03:54:06+00:00,1588016645393776640,"RT @fabiola_pramono: Renungan

Kalau kita mau merenungi, dari satu butir nasi pun untuk bisa sampai di piring kita karena ada proses yang t…",in,CCetong,False,https://twitter.com/CCetong/status/1588016645393776640,65,387,120
1588016645196640256,2022-11-03 03:54:06+00:00,1588016645196640256,"@socioest @_filter Awkwkwk soriii gue ditegur admin jodan krn ada beberapa yang salah legal sites dan judulnya malah judul non official/bukan hangul krn belom ada official eng trans. Jadi emang bagusnya ditake down aja sama miminnya 🥲🙏

Nanti gue kirim lagi setelah direvisi yak. Thx!",in,junesonata,False,https://twitter.com/junesonata/status/1588016645196640256,228,408,28915
1588016644852707329,2022-11-03 03:54:06+00:00,1588016644852707329,"RT @yluqman1: Apa benda ni @uitmofficial ?
Bukan hal ni dah melanggar akta 173 ka? 
Atau as always uitm ni kalau umno/bn dia tak kisah? 
@m…",in,__Imannnn,False,https://twitter.com/__Imannnn/status/1588016644852707329,210,270,17829
1588016644848160768,2022-11-03 03:54:06+00:00,1588016644848160768,"@BilliBear3 @CrimsRallOver @sayyedalifkhan @tanjooilong @ahkmlog @ahpooki @arifsetia2013d @BorneoBah @CelineYeoh8888 @cheong_desmond @devilishram @GEanalyst @ketuakampong @LowElsielow @mikichoo @shan3793 @skumar176 @yvonneAPY Wang lama boleh dijual harga tinggi, wang sekarang tidak ada nilai . !!! 1USA = rm 4.70. !!!   https://t.co/SLkloP3T4G",in,20052000_tan,False,https://twitter.com/20052000_tan/status/1588016644848160768,495,2505,36207
1588016644323913728,2022-11-03 03:54:06+00:00,1588016644323913728,"Pos Presisi Polresta Banyumas hadir untuk memberikan pelayanan kepada masyarakat di desa binaan Bhabinkamtibmas yang ada di wilayah Kabupaten Banyumas
.119
@Polresta_Bms
#polrestabanyumasbebatiran 
#pospresisipolrestabanyumas #purwokerto #banyumas 
https://t.co/2M2FxfhsTE",in,budisampurna131,False,https://twitter.com/budisampurna131/status/1588016644323913728,6,5,383
1588016644252499968,2022-11-03 03:54:06+00:00,1588016644252499968,"RT @AndiSinulingga: Memang biasa saja, kecuali kalau ke  Anies

""Temuan-temuan seperti itu di kementerian-kementerian itu selalu ada. Yang…",in,endangs119,False,https://twitter.com/endangs119/status/1588016644252499968,169,54,38721
1588016644231925761,2022-11-03 03:54:06+00:00,1588016644231925761,"Pos Presisi Polresta Banyumas hadir untuk memberikan pelayanan kepada masyarakat di desa binaan Bhabinkamtibmas yang ada di wilayah Kabupaten Banyumas
. 
. 
@kapolresta_banyumas 
@humas_poldajateng 
@divisihumaspolri 

#polrestabanyumasbebatiran 
#pospresisipolrestabanyumas https://t.co/XjhjfPfID3",in,widiantoyes,False,https://twitter.com/widiantoyes/status/1588016644231925761,3,2,31
1588016644118528000,2022-11-03 03:54:06+00:00,1588016644118528000,RT @txtdrlinkediin: Ada yang bisa ngalahin?? 😌 https://t.co/TS0vpQehND,in,lessice___,False,https://twitter.com/lessice___/status/1588016644118528000,1778,1072,201412
1588016644072185858,2022-11-03 03:54:06+00:00,1588016644072185858,"@convomfs Perjanjiannya gak salah. Tapi, peraturannya kenapa gitu? Nikah itu berarti ada hak dan kewajiban masing-masing, gak bisa semaunya sendiri.

Nikah siri itu juga udah sah secara agama, cuma belum tercatat di negara aja.",in,ssrryy_,False,https://twitter.com/ssrryy_/status/1588016644072185858,0,26,42
1588164356746858496,2022-11-03 13:41:03+00:00,1588164356746858496,"📈 $BTC / $USDT Longed(Buy) $20184.00
[13:41:03 UTC] [22:41:03 JST]
99.408 #BTC ($2006451.07 #USDT)
#xCryptoAlert #xCryptoAlert_BTC
Binance Futures BTCUSDT Perpetual Contract
🐳🐳🐳🐳🐳🐳🐳🐳🐳

https://t.co/mvjG3biS4H",en,xCryptoAlert,False,https://twitter.com/xCryptoAlert/status/1588164356746858496,145,52,128078
1588164356532973568,2022-11-03 13:41:03+00:00,1588164356532973568,"🐋📉【Sell】 BTCUSDT
Qty：$2,006,451（99.4 BTC）🐋🐋🐋🐋
Price：$20,184
[13:41:03 UTC] on Binance Futures",en,btc_orderalert,False,https://twitter.com/btc_orderalert/status/1588164356532973568,32014,2,301306
1588164355098484736,2022-11-03 13:41:03+00:00,1588164355098484736,"@heyibinance @hellosuoha Local Traders - First ever P2P tokenized exchange. $LCT 💎

Registered with South American Government - LCT is our only utility token.
@LOCALTRADERSCL  @1goonrich
@Ashcryptoreal
@iambroots @magonicolas
#1000x 
#100xgem 
#Cryptocurency 
#BTC       
#BSCGem 
$THE $DIE https://t.co/OAIYpFIXjz",en,Alice45333372,False,https://twitter.com/Alice45333372/status/1588164355098484736,201,1044,8550
1588164354565865475,2022-11-03 13:41:03+00:00,1588164354565865475,"@elonmusk #AirCoin is my favourite #altcoin.
Buy and HODL💎

@Aircoinreal
#AirCoinDAOLabs #AirCoin #AirCash #AirSwap #AirArmy #AirChain #BTC #digitalasset #Crypto #Binance @cz_binance #Certik #100xGems #ETH #CMC #OKEx #Coinbase #LUNA #USDT #GMX #SOL #ENS
 https://t.co/Sof4hmaz92",en,VitalMiami,False,https://twitter.com/VitalMiami/status/1588164354565865475,30,363,1967
1588164352049152000,2022-11-03 13:41:02+00:00,1588164352049152000,BTC price has increased by $7.0! Current price: $20192.19 #cryptopricealerts #btc #eth,en,maheshishere5,False,https://twitter.com/maheshishere5/status/1588164352049152000,20,3,12305
1588164351038558209,2022-11-03 13:41:02+00:00,1588164351038558209,"@ryajdg @100xAltcoinGems @ArivaCoin $DCU
A golden opportunity in this bear market!

It has all you need!
-Vision
-Capable Team
-Supportive Community
-Safety
-Unique Utilities that separate us from the rest
🏆#DCU is unique!

Twitter: @DCUsmartswap

#ETH #BTC  #BNB  #DCUsmartswap #Defi #Crypto #FinancialFreedom",en,Bash51177,False,https://twitter.com/Bash51177/status/1588164351038558209,106,1155,25528
1588164347028815872,2022-11-03 13:41:01+00:00,1588164347028815872,"Start mining the next blockchain revolutionary coin. Link to signup: https://t.co/Nw8JMQa6cq 

Missed BTC!!! Don’t miss CORE!!! https://t.co/52l2ujC5WR",en,Coredao_____Org,False,https://twitter.com/Coredao_____Org/status/1588164347028815872,857,0,315
1588164346676486145,2022-11-03 13:41:01+00:00,1588164346676486145,"RT @PizzinoMichael: Thanks for all of the requests in yesterday's video.

In today's video:
XRP (most requested)
QNT (2nd)
BTC (of course)…",en,PizznoMichaeI,False,https://twitter.com/PizznoMichaeI/status/1588164346676486145,2105,374,125
1588164346575626240,2022-11-03 13:41:01+00:00,1588164346575626240,"@MalikNo03220950 MADCHAD launched Nov,1 and  delivered it all!!
Game ready ✅
NFT Marketplace ✅
Stake DApp in BNB ✅

Join now!!!

#madchad #NFT #gamefi #MMORPG #bsc #binance #crypto #bnb #btc",en,zubi59335802,False,https://twitter.com/zubi59335802/status/1588164346575626240,0,26,1702
1588164345359306752,2022-11-03 13:41:01+00:00,1588164345359306752,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,AwildaBnb,False,https://twitter.com/AwildaBnb/status/1588164345359306752,0,9,1
1588164342888923139,2022-11-03 13:41:00+00:00,1588164342888923139,"RT @ciuhdnyyg44493: Yakn zamanda aracanz olaylarda olacak mesela #dxy ve #bitcoin aynanda yükselecek bunu grecek yaayacaz. 

Bir yerden son…",tr,PeterAd47353546,False,https://twitter.com/PeterAd47353546/status/1588164342888923139,202,1506,120
1588164342658338819,2022-11-03 13:41:00+00:00,1588164342658338819,"RT @KATRIN_MIMA: 🚀#Neuralink 
To gether we will build a global common purpose
🚀🚀🚀🚀🚀🚀🚀

Name: Neuralink
Symbol: $Neuralink
Chain: erc
tg: ht…",en,Aysel_MIMA,False,https://twitter.com/Aysel_MIMA/status/1588164342658338819,1759,1979,3645
1588164341991616512,2022-11-03 13:41:00+00:00,1588164341991616512,"#ADSCOIN is the Future of #Crypto World. Coming Soon, With 5M+ DEDICATED TEAM, 9 DIGITALPLATFORMS, As Per GOVT. GUIDELINES. Our Own #ADSCOINEXCHANGE Listed with TOP 20 COINS.
#BTC #bnb #WRX #ETH #Kucoin @therahulads @BrijSharma1980 @CryptoAdsIndia @adscoinofficial @PMOIndia @RBI https://t.co/8J3cm0KfJE https://t.co/I79i5j8Cav",en,Chandra52020449,False,https://twitter.com/Chandra52020449/status/1588164341991616512,108,430,2433
1588164341026545664,2022-11-03 13:41:00+00:00,1588164341026545664,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,Antonia_btc,False,https://twitter.com/Antonia_btc/status/1588164341026545664,0,9,3
1588164338803769345,2022-11-03 13:40:59+00:00,1588164338803769345,RT @BrianTheMint: Yo @elonmusk I just paid 131 invoices using #Bitcoin Lightning - they all settled in seconds and the sum total of fees wa…,en,BassBoosfer,False,https://twitter.com/BassBoosfer/status/1588164338803769345,45,238,1621
